Files:		254122
Symbolic links:	118
Folders:	46855
The directory /home contains 301095 files
#The directory /home: number of files smaller than 2^k:
#k	number
1	40
2	115
3	482
4	593
5	1290
6	5293
7	9990
8	15658
9	15799
10	16594
11	17243
12	16658
13	12609
14	105454
15	22244
16	5890
17	3043
18	2132
19	1312
20	617
21	619
22	212
23	75
24	82
25	54
26	8
27	8
28	4
29	2
30	2
31	0
32	0
