Files:		166509
Symbolic links:	64529
Folders:	41888
The directory /usr contains 272926 files
#The directory /usr: number of files smaller than 2^k:
#k	number
1	76
2	14
3	334
4	107
5	931
6	2375
7	4564
8	9162
9	17714
10	23178
11	28508
12	27560
13	19952
14	14399
15	8464
16	4440
17	2240
18	1115
19	622
20	379
21	185
22	89
23	45
24	27
25	18
26	6
27	5
28	0
29	0
30	0
31	0
32	0
